plot,typeKey,typeShort,typeCode,typeFull,deed,houseNo,area,areaAdd,priceStart,priceDiff,priceNet,apprSCB,status,note
แปลง,ไทป์,ชื่อไทป์,รหัสไทป์,ไทป์เต็ม,เลขโฉนด,บ้านเลขที่,เนื้อที่(ตร.ว.),เนื้อที่เพิ่ม,ราคาตั้งต้น,ราคาส่วนเพิ่ม,ราคาขายสุทธิ,ราคาประเมินSCB,สถานะการขาย,หมายเหตุ
197,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247251,89/197,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
198,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247252,89/198,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
199,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247253,89/199,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
200,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247254,89/200,37.2,17.200000000000003,2200000,616000,2816000,3425200,ว่าง,
201,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247255,89/201,32.8,12.799999999999997,2200000,483999.99999999994,2684000,3299800,ว่าง,
202,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247256,89/202,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
203,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247257,89/203,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
204,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247258,89/204,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
205,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247259,89/205,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
206,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247260,89/206,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
207,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247261,89/207,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
208,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247262,89/208,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
209,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247263,89/209,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
210,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247264,89/210,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
211,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247265,89/211,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
212,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247266,89/212,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
213,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247267,89/213,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
214,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247268,89/214,45.1,25.1,2200000,853000,3053000,3650350,ว่าง,
215,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247269,89/215,41,21,2200000,730000,2930000,3533500,ว่าง,
216,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247270,89/216,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
217,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247271,89/217,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
218,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247272,89/218,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
219,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247273,89/219,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
220,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247274,89/220,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
221,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247275,89/221,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
222,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247276,89/222,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
223,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247277,89/223,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
224,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247278,89/224,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
225,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247279,89/225,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
226,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247280,89/226,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
227,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247281,89/227,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
228,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247282,89/228,34.6,14.600000000000001,2200000,538000,2738000,3351100,ว่าง,
229,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247283,89/229,32.8,12.799999999999997,2200000,483999.99999999994,2684000,3299800,ว่าง,
230,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247284,89/230,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
231,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247285,89/231,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
232,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247286,89/232,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
233,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247287,89/233,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
234,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247288,89/234,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
235,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247289,89/235,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
236,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247290,89/236,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
237,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247291,89/237,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
238,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247292,89/238,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
239,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247293,89/239,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
240,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247294,89/240,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
241,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247295,89/241,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
242,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247296,89/242,39.4,19.4,2200000,682000,2882000,3487900,ว่าง,
243,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247297,89/243,35.4,15.399999999999999,2200000,562000,2762000,3373900,ว่าง,
244,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247298,89/244,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
245,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247299,89/245,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
246,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247300,89/246,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
247,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247301,89/247,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
248,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247302,89/248,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
249,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247303,89/249,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
250,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247304,89/250,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
251,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247305,89/251,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
252,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247306,89/252,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
253,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247307,89/253,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
254,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247308,89/254,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
255,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247309,89/255,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
256,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247310,89/256,34.6,14.600000000000001,2200000,538000,2738000,3351100,ว่าง,
257,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247311,89/257,37.2,17.200000000000003,2200000,616000,2816000,3425200,ว่าง,
258,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247312,89/258,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
259,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247313,89/259,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
260,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247314,89/260,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
261,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247315,89/261,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
262,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247316,89/262,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
263,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247317,89/263,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
264,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247318,89/264,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
265,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247319,89/265,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
266,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247320,89/266,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
267,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247321,89/267,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
268,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247322,89/268,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
269,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247323,89/269,52.8,32.8,2200000,1084000,3284000,3869800,ว่าง,
270,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247324,89/270,48.7,28.700000000000003,2200000,961000.0000000001,3161000,3752950,ว่าง,
271,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247325,89/271,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
272,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247326,89/272,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
273,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247327,89/273,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
274,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247328,89/274,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
275,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247329,89/275,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
276,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247330,89/276,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
277,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247331,89/277,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
278,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247332,89/278,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
279,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247333,89/279,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
280,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247334,89/280,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
281,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247335,89/281,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
282,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247336,89/282,39,19,2200000,670000,2870000,3476500,ว่าง,
283,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247337,89/283,41.7,21.700000000000003,2200000,751000.0000000001,2951000,3553450,ว่าง,
284,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247338,89/284,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
285,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247339,89/285,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
286,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247340,89/286,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
287,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247341,89/287,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
288,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247342,89/288,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
289,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247343,89/289,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
290,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247344,89/290,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
291,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247345,89/291,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
292,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247346,89/292,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
293,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247347,89/293,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
294,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247348,89/294,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
295,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247349,89/295,42.7,22.700000000000003,2200000,781000.0000000001,2981000,3581950,ว่าง,
296,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247350,89/296,38.6,18.6,2200000,658000,2858000,3465100,ว่าง,
297,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247351,89/297,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
298,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247352,89/298,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
299,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247353,89/299,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
300,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247354,89/300,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
301,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247355,89/301,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
302,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247356,89/302,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
303,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247357,89/303,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
304,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247358,89/304,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
305,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247359,89/305,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
306,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247360,89/306,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
307,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247361,89/307,23.4,3.3999999999999986,2200000,101999.99999999996,2302000,2936900,ว่าง,
308,D,ทาวน์โฮม,D MOMENT,D MOMENT บ้านทาวน์โฮม,247362,89/308,43.5,23.5,2200000,805000,3005000,3604750,ว่าง,
309,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247363,89/309,67.6,47.599999999999994,2200000,1527999.9999999998,3728000,4291600,ว่าง,
310,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247364,89/310,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
311,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247365,89/311,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
312,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247366,89/312,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
313,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247367,89/313,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
314,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247368,89/314,67.4,47.400000000000006,2200000,1522000.0000000002,3722000,4285900,ว่าง,
315,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247369,89/315,64.8,44.8,2200000,1444000,3644000,4211800,ว่าง,
316,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247370,89/316,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
317,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247371,89/317,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
318,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247372,89/318,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
319,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247373,89/319,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
320,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247374,89/320,57.7,37.7,2200000,1231000,3431000,4009450,ว่าง,
321,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247375,89/321,57.4,37.4,2200000,1222000,3422000,4000900,ว่าง,
322,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247376,89/322,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
323,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247377,89/323,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
324,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247378,89/324,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
325,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247379,89/325,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
326,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247380,89/326,61,41,2200000,1330000,3530000,4103500,ว่าง,
327,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247381,89/327,58.4,38.4,2200000,1252000,3452000,4029400,ว่าง,
328,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247382,89/328,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
329,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247383,89/329,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
330,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247384,89/330,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
331,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247385,89/331,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
332,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247386,89/332,57.2,37.2,2200000,1116000,3316000,3900200,ว่าง,
333,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247387,89/333,57,37,2200000,1210000,3410000,3989500,ว่าง,
334,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247388,89/334,41.3,21.299999999999997,2200000,738999.9999999999,2939000,3542050,ว่าง,
335,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247389,89/335,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
336,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247390,89/336,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
337,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247391,89/337,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
338,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247392,89/338,54.4,34.4,2200000,1132000,3332000,3915400,ว่าง,
339,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247393,89/339,51.9,31.9,2200000,1057000,3257000,3844150,ว่าง,
340,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247394,89/340,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
341,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247395,89/341,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
342,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247396,89/342,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
343,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247397,89/343,41.3,21.299999999999997,2200000,638999.9999999999,2839000,3447050,ว่าง,
344,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247398,89/344,56.8,36.8,2200000,1204000,3404000,3983800,ว่าง,
345,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247399,89/345,56.5,36.5,2200000,1195000,3395000,3975250,ว่าง,
346,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247400,89/346,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
347,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247401,89/347,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
348,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247402,89/348,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
349,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247403,89/349,41.2,21.200000000000003,2200000,636000.0000000001,2836000,3444200,ว่าง,
350,C,บ้านแฝดชั้นเดียว,C SECOND,C SECONDบ้านแฝดชั้นเดียว,247404,89/350,48,28,2200000,940000,3140000,3733000,ว่าง,
